Price,Currency,Location,Rooms,Area,Floor
78 000,AZN,Abşeron r.,2 otaqlı,44 m²,7/16 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,16/16 mərtəbə
290 000,AZN,İnşaatçılar m.,3 otaqlı,153 m²,14/20 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,9/16 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,8/16 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,3/16 mərtəbə
446 500,AZN,Nəsimi r.,3 otaqlı,125 m²,14/16 mərtəbə
370 000,AZN,Sahil m.,3 otaqlı,95 m²,6/6 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,2/16 mərtəbə
94 000,AZN,Yeni Günəşli q.,2 otaqlı,44 m²,12/17 mərtəbə
390 000,AZN,İnşaatçılar m.,4 otaqlı,200 m²,2/10 mərtəbə
336 330,AZN,28 May m.,2 otaqlı,90.9 m²,8/16 mərtəbə
203 000,AZN,20 Yanvar m.,3 otaqlı,87 m²,16/20 mərtəbə
345 000,AZN,Səbail r.,5 otaqlı,137 m²,5/5 mərtəbə
383 350,AZN,Nardaran q.,2 otaqlı,90.2 m²,1/7 mərtəbə
330 000,AZN,8-ci kilometr q.,4 otaqlı,169 m²,8/14 mərtəbə
118 000,AZN,Xalqlar Dostluğu m.,2 otaqlı,65 m²,10/10 mərtəbə
336 330,AZN,28 May m.,2 otaqlı,90.9 m²,9/16 mərtəbə
145 000,AZN,Xalqlar Dostluğu m.,3 otaqlı,75 m²,5/9 mərtəbə
259 000,AZN,28 May m.,3 otaqlı,101 m²,19/20 mərtəbə
365 000,AZN,Nardaran q.,2 otaqlı,60 m²,2/8 mərtəbə
165 000,AZN,Memar Əcəmi m.,2 otaqlı,57 m²,14/18 mərtəbə
336 330,AZN,28 May m.,2 otaqlı,90.9 m²,10/16 mərtəbə
270 000,AZN,Elmlər Akademiyası m.,3 otaqlı,110.8 m²,15/17 mərtəbə
258 000,AZN,20 Yanvar m.,3 otaqlı,118 m²,14/18 mərtəbə
190 000,AZN,Neftçilər m.,4 otaqlı,105 m²,7/10 mərtəbə
336 330,AZN,28 May m.,2 otaqlı,90.9 m²,11/16 mərtəbə
310 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,78 m²,12/19 mərtəbə
336 330,AZN,28 May m.,2 otaqlı,90.9 m²,12/16 mərtəbə
375 000,AZN,Gənclik m.,3 otaqlı,144 m²,17/19 mərtəbə
140 000,AZN,İnşaatçılar m.,2 otaqlı,47 m²,4/5 mərtəbə
300 000,AZN,İnşaatçılar m.,3 otaqlı,121 m²,10/15 mərtəbə
280 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,104 m²,15/17 mərtəbə
388 160,AZN,28 May m.,3 otaqlı,121.3 m²,7/16 mərtəbə
165 000,AZN,Yasamal r.,4 otaqlı,100 m²,2/9 mərtəbə
360 000,AZN,28 May m.,3 otaqlı,120 m²,3/16 mərtəbə
400 000,AZN,İnşaatçılar m.,3 otaqlı,156 m²,12/21 mərtəbə
195 000,AZN,Yasamal q.,3 otaqlı,103 m²,20/22 mərtəbə
574 955,AZN,28 May m.,4 otaqlı,194.9 m²,4/16 mərtəbə
276 120,AZN,28 May m.,2 otaqlı,70.8 m²,2/16 mərtəbə
700 000,AZN,Nərimanov r.,5 otaqlı,216 m²,15/19 mərtəbə
176 500,AZN,Dərnəgül m.,2 otaqlı,70 m²,8/12 mərtəbə
138 015,AZN,Yasamal q.,2 otaqlı,65.4 m²,9/14 mərtəbə
985 660,AZN,Nardaran q.,3 otaqlı,287 m²,3/7 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,6/16 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,7/16 mərtəbə
585 000,AZN,Nəsimi r.,4 otaqlı,195 m²,11/18 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,4/16 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,5/16 mərtəbə
238 000,AZN,Nəriman Nərimanov m.,3 otaqlı,90 m²,9/19 mərtəbə
336 330,AZN,28 May m.,2 otaqlı,90.9 m²,7/16 mərtəbə
295 000,AZN,Gənclik m.,3 otaqlı,110 m²,8/17 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,15/16 mərtəbə
253 000,AZN,Nərimanov r.,3 otaqlı,105 m²,14/18 mərtəbə
203 000,AZN,20 Yanvar m.,3 otaqlı,86 m²,16/20 mərtəbə
276 120,AZN,28 May m.,2 otaqlı,70.8 m²,7/16 mərtəbə
299 000,AZN,Nəriman Nərimanov m.,3 otaqlı,116 m²,12/15 mərtəbə
315 020,AZN,28 May m.,2 otaqlı,82.9 m²,14/16 mərtəbə
140 000,AZN,Nizami r.,2 otaqlı,65 m²,8/9 mərtəbə
797 400,AZN,28 May m.,5 otaqlı,265.8 m²,4/16 mərtəbə
276 120,AZN,28 May m.,2 otaqlı,70.8 m²,3/16 mərtəbə
255 000,AZN,Yasamal r.,3 otaqlı,117 m²,10/12 mərtəbə
388 160,AZN,28 May m.,3 otaqlı,121.3 m²,10/16 mərtəbə
245 000,AZN,Xalqlar Dostluğu m.,5 otaqlı,110 m²,8/9 mərtəbə
270 000,AZN,Nəsimi r.,4 otaqlı,115 m²,4/5 mərtəbə
180 000,AZN,Həzi Aslanov m.,3 otaqlı,93 m²,9/16 mərtəbə
79 000,AZN,Hövsan q.,2 otaqlı,35 m²,3/5 mərtəbə
192 000,AZN,Neftçilər m.,4 otaqlı,100 m²,7/9 mərtəbə
260 000,AZN,Buzovna q.,3 otaqlı,130 m²,2/3 mərtəbə
800 000,AZN,Elmlər Akademiyası m.,4 otaqlı,245 m²,16/18 mərtəbə
285 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,105 m²,9/18 mərtəbə
335 000,AZN,Nəsimi r.,3 otaqlı,118.2 m²,14/17 mərtəbə
294 500,AZN,Səbail r.,3 otaqlı,147 m²,18/19 mərtəbə
170 000,AZN,Elmlər Akademiyası m.,2 otaqlı,65 m²,8/18 mərtəbə
245 412,AZN,Yasamal q.,4 otaqlı,120.3 m²,4/14 mərtəbə
297 500,AZN,Nardaran q.,1 otaqlı,48 m²,1/7 mərtəbə
700 000,AZN,Nərimanov r.,4 otaqlı,217 m²,15/19 mərtəbə
98 500,AZN,Yeni Günəşli q.,2 otaqlı,60 m²,6/10 mərtəbə
375 000,AZN,Azadlıq Prospekti m.,4 otaqlı,150 m²,15/18 mərtəbə
365 000,AZN,28 May m.,3 otaqlı,140 m²,13/17 mərtəbə
340 000,AZN,8 Noyabr m.,3 otaqlı,130 m²,13/20 mərtəbə
140 000,AZN,Xalqlar Dostluğu m.,2 otaqlı,60 m²,8/9 mərtəbə
189 000,AZN,Memar Əcəmi m.,2 otaqlı,60 m²,16/18 mərtəbə
160 000,AZN,İçəri Şəhər m.,3 otaqlı,75 m²,3/3 mərtəbə
188 000,AZN,Yeni Yasamal q.,3 otaqlı,92 m²,14/18 mərtəbə
249 000,AZN,Həzi Aslanov m.,3 otaqlı,128 m²,13/14 mərtəbə
420 000,AZN,Elmlər Akademiyası m.,3 otaqlı,114 m²,11/22 mərtəbə
87 900,AZN,Sahil m.,2 otaqlı,40 m²,1/3 mərtəbə
89 900,AZN,Səbail r.,2 otaqlı,41 m²,3/5 mərtəbə
590 000,AZN,Şah İsmayıl Xətai m.,5 otaqlı,209 m²,7/17 mərtəbə
122 450,AZN,Lökbatan q.,2 otaqlı,79 m²,10/18 mərtəbə
365 000,AZN,28 May m.,4 otaqlı,152 m²,8/17 mərtəbə
214 500,AZN,Nərimanov r.,2 otaqlı,78 m²,7/16 mərtəbə
190 000,AZN,20 Yanvar m.,5 otaqlı,111 m²,4/9 mərtəbə
195 000,AZN,8 Noyabr m.,2 otaqlı,57 m²,10/11 mərtəbə
211 000,AZN,Nəriman Nərimanov m.,3 otaqlı,90 m²,14/17 mərtəbə
252 000,AZN,20 Yanvar m.,3 otaqlı,100 m²,13/20 mərtəbə
165 000,AZN,Memar Əcəmi m.,2 otaqlı,57 m²,14/18 mərtəbə
300 000,AZN,Həzi Aslanov m.,4 otaqlı,154 m²,15/17 mərtəbə
361 300,AZN,Gənclik m.,2 otaqlı,78.2 m²,12/18 mərtəbə
252 000,AZN,20 Yanvar m.,3 otaqlı,100 m²,13/20 mərtəbə
225 000,AZN,Nərimanov r.,3 otaqlı,112 m²,3/20 mərtəbə
425 000,AZN,Nəsimi r.,3 otaqlı,160 m²,9/17 mərtəbə
129 000,AZN,Səbail r.,2 otaqlı,51 m²,3/6 mərtəbə
500 000,AZN,Nəriman Nərimanov m.,3 otaqlı,127 m²,5/16 mərtəbə
580 000,AZN,Ağ şəhər q.,3 otaqlı,95 m²,8/8 mərtəbə
1 980 000,AZN,İçəri Şəhər m.,8 otaqlı,584.1 m²,11/14 mərtəbə
270 000,AZN,Memar Əcəmi m.,3 otaqlı,130 m²,13/16 mərtəbə
220 000,AZN,Nəriman Nərimanov m.,3 otaqlı,80 m²,2/5 mərtəbə
270 000,AZN,Nəriman Nərimanov m.,3 otaqlı,135 m²,9/19 mərtəbə
680 000,AZN,Nəsimi r.,4 otaqlı,240 m²,11/17 mərtəbə
335 000,AZN,Nəriman Nərimanov m.,4 otaqlı,182 m²,15/17 mərtəbə
229 000,AZN,İçəri Şəhər m.,2 otaqlı,52 m²,1/2 mərtəbə
280 000,AZN,28 May m.,3 otaqlı,110 m²,12/13 mərtəbə
357 000,AZN,Nizami m.,4 otaqlı,138 m²,2/16 mərtəbə
103 000,AZN,Masazır q.,3 otaqlı,86 m²,4/11 mərtəbə
360 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,127 m²,14/20 mərtəbə
244 800,AZN,Nardaran q.,2 otaqlı,80 m²,1/8 mərtəbə
517 752,AZN,Nardaran q.,3 otaqlı,169.2 m²,1/8 mərtəbə
249 390,AZN,Nardaran q.,2 otaqlı,65.2 m²,7/8 mərtəbə
537 413,AZN,Nardaran q.,3 otaqlı,140.5 m²,5/8 mərtəbə
230 512,AZN,Nardaran q.,1 otaqlı,57.7 m²,7/8 mərtəbə
159 936,AZN,Nardaran q.,1 otaqlı,44.8 m²,2/8 mərtəbə
239 547,AZN,Nardaran q.,2 otaqlı,67.1 m²,2/8 mərtəbə
174 000,AZN,20 Yanvar m.,4 otaqlı,90 m²,7/9 mərtəbə
298 000,AZN,Nizami m.,3 otaqlı,130 m²,10/17 mərtəbə
382 590,AZN,Nizami m.,2 otaqlı,117 m²,10/16 mərtəbə
269 500,AZN,Nəriman Nərimanov m.,2 otaqlı,85 m²,8/14 mərtəbə
239 547,AZN,Nardaran q.,2 otaqlı,67.1 m²,2/8 mərtəbə
681 340,AZN,28 May m.,4 otaqlı,209 m²,10/18 mərtəbə
438 900,AZN,28 May m.,3 otaqlı,133 m²,6/18 mərtəbə
114 000,AZN,Həzi Aslanov m.,2 otaqlı,60 m²,1/9 mərtəbə
298 656,AZN,Nardaran q.,1 otaqlı,54.9 m²,2/7 mərtəbə
310 233,AZN,Nardaran q.,1 otaqlı,55.3 m²,4/7 mərtəbə
318 325,AZN,Nardaran q.,1 otaqlı,53.5 m²,5/7 mərtəbə
329 035,AZN,Nardaran q.,1 otaqlı,55.3 m²,5/7 mərtəbə
446 012,AZN,Nardaran q.,2 otaqlı,93.7 m²,2/7 mərtəbə
627 130,AZN,Nardaran q.,2 otaqlı,105.4 m²,5/7 mərtəbə
210 000,AZN,İnşaatçılar m.,3 otaqlı,115 m²,8/12 mərtəbə
300 000,AZN,Bayıl q.,2 otaqlı,87 m²,5/17 mərtəbə
57 000,AZN,Saray q.,2 otaqlı,60 m²,8/10 mərtəbə
286 000,AZN,Şah İsmayıl Xətai m.,4 otaqlı,136 m²,3/16 mərtəbə
250 000,AZN,Nəsimi m.,3 otaqlı,119 m²,7/17 mərtəbə
315 000,AZN,8 Noyabr m.,3 otaqlı,126 m²,9/14 mərtəbə
198 000,AZN,İnşaatçılar m.,3 otaqlı,85 m²,3/9 mərtəbə
249 000,AZN,28 May m.,2 otaqlı,75 m²,14/15 mərtəbə
179 500,AZN,Dərnəgül m.,2 otaqlı,66 m²,8/12 mərtəbə
297 000,AZN,Nərimanov r.,3 otaqlı,115 m²,2/14 mərtəbə
294 000,AZN,28 May m.,3 otaqlı,110 m²,17/18 mərtəbə
353 600,AZN,28 May m.,3 otaqlı,136 m²,13/17 mərtəbə
345 000,AZN,Nəsimi r.,3 otaqlı,100 m²,12/15 mərtəbə
195 000,AZN,28 May m.,2 otaqlı,77 m²,2/5 mərtəbə
544 000,AZN,Nəsimi r.,2 otaqlı,85 m²,1/30 mərtəbə
200 000,AZN,Əhmədli q.,2 otaqlı,82 m²,10/19 mərtəbə
418 684,AZN,Elmlər Akademiyası m.,2 otaqlı,110.2 m²,7/18 mərtəbə
485 520,AZN,Nardaran q.,2 otaqlı,102 m²,2/7 mərtəbə
225 000,AZN,Memar Əcəmi m.,3 otaqlı,96 m²,5/15 mərtəbə
135 000,AZN,Memar Əcəmi m.,2 otaqlı,50 m²,4/16 mərtəbə
239 000,AZN,Memar Əcəmi m.,3 otaqlı,101 m²,10/12 mərtəbə
480 000,AZN,Gənclik m.,3 otaqlı,147 m²,12/14 mərtəbə
560 000,AZN,Elmlər Akademiyası m.,3 otaqlı,162 m²,4/17 mərtəbə
267 000,AZN,Həzi Aslanov m.,4 otaqlı,133 m²,8/17 mərtəbə
125 000,AZN,Neftçilər m.,3 otaqlı,70 m²,1/5 mərtəbə
310 000,AZN,Badamdar q.,3 otaqlı,126 m²,4/18 mərtəbə
225 000,AZN,Nəriman Nərimanov m.,3 otaqlı,75 m²,4/4 mərtəbə
300 000,AZN,Həzi Aslanov m.,4 otaqlı,154 m²,15/17 mərtəbə
265 000,AZN,28 May m.,2 otaqlı,82 m²,14/16 mərtəbə
200 000,AZN,İnşaatçılar m.,4 otaqlı,100 m²,4/9 mərtəbə
359 000,AZN,28 May m.,3 otaqlı,130 m²,6/11 mərtəbə
225 000,AZN,Sahil m.,2 otaqlı,95 m²,8/10 mərtəbə
205 000,AZN,İçəri Şəhər m.,3 otaqlı,67 m²,2/7 mərtəbə
71 000,AZN,Masazır q.,2 otaqlı,57 m²,5/6 mərtəbə
185 000,AZN,Elmlər Akademiyası m.,3 otaqlı,100 m²,5/9 mərtəbə
152 000,AZN,Həzi Aslanov m.,2 otaqlı,51 m²,5/15 mərtəbə
495 000,AZN,Nəsimi r.,4 otaqlı,200 m²,13/15 mərtəbə
620 000,AZN,Nəsimi r.,5 otaqlı,230 m²,11/16 mərtəbə
430 000,AZN,Nərimanov r.,3 otaqlı,185 m²,5/17 mərtəbə
245 000,AZN,Yasamal r.,3 otaqlı,135 m²,8/16 mərtəbə
259 000,AZN,Nizami m.,3 otaqlı,105 m²,3/12 mərtəbə
138 243,AZN,20 Yanvar m.,2 otaqlı,68.1 m²,9/14 mərtəbə
263 865,AZN,Azadlıq Prospekti m.,3 otaqlı,107.7 m²,7/13 mərtəbə
880 000,AZN,Ağ şəhər q.,4 otaqlı,185 m²,12/20 mərtəbə
370 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,91 m²,15/20 mərtəbə
365 000,AZN,28 May m.,4 otaqlı,152 m²,8/18 mərtəbə
230 000,AZN,8 Noyabr m.,3 otaqlı,110 m²,13/18 mərtəbə
328 000,AZN,Nəriman Nərimanov m.,4 otaqlı,155 m²,8/17 mərtəbə
120 000,AZN,Həzi Aslanov q.,3 otaqlı,60 m²,1/9 mərtəbə
180 495,AZN,Yasamal q.,2 otaqlı,94.5 m²,13/14 mərtəbə
103 000,AZN,Bakıxanov q.,2 otaqlı,50 m²,1/5 mərtəbə
131 856,AZN,Yasamal q.,2 otaqlı,65.6 m²,2/14 mərtəbə
280 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,115 m²,4/24 mərtəbə
135 000,AZN,Memar Əcəmi m.,3 otaqlı,55 m²,2/5 mərtəbə
175 000,AZN,Nərimanov r.,2 otaqlı,55 m²,5/10 mərtəbə
178 488,AZN,20 Yanvar m.,2 otaqlı,88.8 m²,2/14 mərtəbə
89 000,AZN,Qaraçuxur q.,2 otaqlı,45 m²,1/9 mərtəbə
134 268,AZN,20 Yanvar m.,2 otaqlı,66.8 m²,2/14 mərtəbə
320 000,AZN,Nəsimi r.,3 otaqlı,118 m²,13/16 mərtəbə
150 000,AZN,9-cu mikrorayon q.,2 otaqlı,58 m²,5/17 mərtəbə
250 000,AZN,Nəriman Nərimanov m.,3 otaqlı,70 m²,6/9 mərtəbə
154 000,AZN,9-cu mikrorayon q.,2 otaqlı,62 m²,4/9 mərtəbə
255 000,AZN,Elmlər Akademiyası m.,3 otaqlı,110 m²,16/17 mərtəbə
217 740,AZN,Yasamal q.,3 otaqlı,114.6 m²,3/14 mərtəbə
131 433,AZN,20 Yanvar m.,2 otaqlı,68.1 m²,7/14 mərtəbə
199 264,AZN,İnşaatçılar m.,2 otaqlı,95.8 m²,4/14 mərtəbə
259 000,AZN,Elmlər Akademiyası m.,3 otaqlı,100 m²,6/9 mərtəbə
345 000,AZN,Sahil m.,2 otaqlı,75 m²,5/5 mərtəbə
303 000,AZN,Bayıl q.,3 otaqlı,116 m²,10/16 mərtəbə
114 000,AZN,Həzi Aslanov m.,2 otaqlı,60 m²,1/9 mərtəbə
480 000,AZN,Nəsimi r.,4 otaqlı,200 m²,16/17 mərtəbə
264 141,AZN,Nərimanov r.,2 otaqlı,97.8 m²,4/17 mərtəbə
173 000,AZN,Memar Əcəmi m.,3 otaqlı,70 m²,3/5 mərtəbə
250 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,68 m²,14/16 mərtəbə
144 000,AZN,Elmlər Akademiyası m.,2 otaqlı,65 m²,8/17 mərtəbə
165 000,AZN,Azadlıq Prospekti m.,2 otaqlı,43 m²,4/16 mərtəbə
135 500,AZN,Memar Əcəmi m.,2 otaqlı,45 m²,2/5 mərtəbə
350 000,AZN,28 May m.,3 otaqlı,155 m²,9/14 mərtəbə
255 000,AZN,İnşaatçılar m.,3 otaqlı,90 m²,6/9 mərtəbə
222 000,AZN,Həzi Aslanov m.,3 otaqlı,101 m²,9/16 mərtəbə
950 000,AZN,Elmlər Akademiyası m.,5 otaqlı,298 m²,10/18 mərtəbə
335 000,AZN,Qara Qarayev m.,3 otaqlı,135 m²,5/18 mərtəbə
175 000,AZN,Həzi Aslanov q.,2 otaqlı,75 m²,9/16 mərtəbə
709 000,AZN,Nəsimi r.,4 otaqlı,231.5 m²,5/17 mərtəbə
228 000,AZN,Nəsimi r.,2 otaqlı,60 m²,11/20 mərtəbə
130 000,AZN,Yeni Yasamal q.,2 otaqlı,103 m²,6/12 mərtəbə
135 000,AZN,Neftçilər m.,2 otaqlı,60 m²,5/9 mərtəbə
99 000,AZN,Azadlıq Prospekti m.,2 otaqlı,40 m²,3/5 mərtəbə
230 000,AZN,Elmlər Akademiyası m.,2 otaqlı,99 m²,3/15 mərtəbə
242 000,AZN,Elmlər Akademiyası m.,2 otaqlı,68 m²,14/17 mərtəbə
240 000,AZN,20 Yanvar m.,3 otaqlı,105 m²,17/19 mərtəbə
299 000,AZN,İnşaatçılar m.,3 otaqlı,125 m²,7/19 mərtəbə
225 000,AZN,Həzi Aslanov m.,4 otaqlı,110 m²,1/5 mərtəbə
285 000,AZN,Elmlər Akademiyası m.,2 otaqlı,80 m²,11/17 mərtəbə
85 000,AZN,Yeni Günəşli q.,2 otaqlı,37 m²,6/16 mərtəbə
126 500,AZN,Massiv D q.,2 otaqlı,68 m²,4/12 mərtəbə
445 000,AZN,Elmlər Akademiyası m.,3 otaqlı,100 m²,3/16 mərtəbə
709 000,AZN,Nəsimi r.,4 otaqlı,232 m²,6/17 mərtəbə
385 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,143 m²,16/20 mərtəbə
2 465 000,AZN,Nəsimi r.,2 otaqlı,171.6 m²,21/33 mərtəbə
267 000,AZN,Həzi Aslanov m.,4 otaqlı,133 m²,8/17 mərtəbə
140 000,AZN,Əmircan q.,3 otaqlı,75.1 m²,5/5 mərtəbə
709 000,AZN,Nəsimi r.,4 otaqlı,232 m²,6/17 mərtəbə
170 000,AZN,Qara Qarayev m.,2 otaqlı,70 m²,4/16 mərtəbə
255 000,AZN,Bayıl q.,3 otaqlı,116 m²,6/16 mərtəbə
190 000,AZN,İnşaatçılar m.,3 otaqlı,86 m²,16/17 mərtəbə
245 000,AZN,Həzi Aslanov m.,3 otaqlı,111 m²,3/18 mərtəbə
459 990,AZN,Gənclik m.,3 otaqlı,136 m²,15/16 mərtəbə
660 000,AZN,Nizami m.,4 otaqlı,220 m²,10/18 mərtəbə
387 000,AZN,Elmlər Akademiyası m.,3 otaqlı,139 m²,2/13 mərtəbə
495 000,AZN,Gənclik m.,3 otaqlı,144 m²,6/14 mərtəbə
334 900,AZN,Nəriman Nərimanov m.,3 otaqlı,103 m²,6/14 mərtəbə
286 000,AZN,Qara Qarayev m.,3 otaqlı,110 m²,13/17 mərtəbə
165 000,AZN,Həzi Aslanov m.,3 otaqlı,75 m²,8/9 mərtəbə
210 000,AZN,İnşaatçılar m.,3 otaqlı,96 m²,2/11 mərtəbə
460 000,AZN,Memar Əcəmi m.,5 otaqlı,260 m²,14/14 mərtəbə
225 000,AZN,Həzi Aslanov m.,3 otaqlı,125 m²,20/20 mərtəbə
159 000,AZN,Həzi Aslanov m.,2 otaqlı,75 m²,11/17 mərtəbə
518 000,AZN,Ağ şəhər q.,3 otaqlı,140 m²,2/7 mərtəbə
123 500,AZN,Memar Əcəmi m.,2 otaqlı,55 m²,3/5 mərtəbə
175 000,AZN,Xətai r.,3 otaqlı,80 m²,3/7 mərtəbə
167 000,AZN,İnşaatçılar m.,3 otaqlı,80 m²,17/19 mərtəbə
234 000,AZN,28 May m.,2 otaqlı,84 m²,11/16 mərtəbə
120 000,AZN,Xocəsən q.,4 otaqlı,112 m²,4/9 mərtəbə
208 000,AZN,Nəriman Nərimanov m.,3 otaqlı,100 m²,5/5 mərtəbə
209 000,AZN,İnşaatçılar m.,3 otaqlı,63.2 m²,2/10 mərtəbə
218 000,AZN,Neftçilər m.,2 otaqlı,98.3 m²,12/18 mərtəbə
120 000,AZN,Həzi Aslanov m.,2 otaqlı,52 m²,4/9 mərtəbə
295 774,AZN,Nardaran q.,1 otaqlı,49.7 m²,3/4 mərtəbə
128 000,AZN,Neftçilər m.,2 otaqlı,55 m²,4/5 mərtəbə
180 000,AZN,Nərimanov r.,3 otaqlı,90 m²,3/5 mərtəbə
200 000,AZN,Nərimanov r.,3 otaqlı,90 m²,7/9 mərtəbə
150 000,AZN,Köhnə Günəşli q.,4 otaqlı,87 m²,8/9 mərtəbə
165 000,AZN,Bakıxanov q.,3 otaqlı,65 m²,3/3 mərtəbə
138 000,AZN,Nizami r.,2 otaqlı,55 m²,14/19 mərtəbə
380 000,AZN,Nizami m.,3 otaqlı,125.7 m²,8/12 mərtəbə
260 000,AZN,Buzovna q.,3 otaqlı,130 m²,2/3 mərtəbə
625 000,AZN,Nizami m.,4 otaqlı,180 m²,19/24 mərtəbə
105 000,AZN,Qara Qarayev m.,2 otaqlı,55 m²,5/5 mərtəbə
375 000,AZN,Yasamal r.,3 otaqlı,108 m²,9/27 mərtəbə
225 000,AZN,28 May m.,3 otaqlı,90 m²,3/17 mərtəbə
305 000,AZN,Nərimanov r.,3 otaqlı,112 m²,7/14 mərtəbə
389 000,AZN,Bayıl q.,3 otaqlı,117 m²,15/17 mərtəbə
410 000,AZN,Gənclik m.,4 otaqlı,161 m²,4/16 mərtəbə
665 000,AZN,Nizami m.,4 otaqlı,190 m²,19/24 mərtəbə
309 000,AZN,8 Noyabr m.,2 otaqlı,105 m²,27/27 mərtəbə
263 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,89 m²,3/16 mərtəbə
180 000,AZN,Əhmədli m.,4 otaqlı,105 m²,9/9 mərtəbə
272 000,AZN,Xətai r.,3 otaqlı,136 m²,2/6 mərtəbə
96 000,AZN,Zabrat q.,2 otaqlı,73 m²,7/10 mərtəbə
165 000,AZN,Neftçilər m.,3 otaqlı,68 m²,3/5 mərtəbə
280 000,AZN,Elmlər Akademiyası m.,3 otaqlı,100 m²,7/15 mərtəbə
145 000,AZN,Köhnə Günəşli q.,3 otaqlı,80 m²,7/9 mərtəbə
182 000,AZN,Bayıl q.,5 otaqlı,120 m²,6/7 mərtəbə
255 000,AZN,Səbail r.,3 otaqlı,120 m²,6/16 mərtəbə
230 000,AZN,Nardaran q.,1 otaqlı,54 m²,3/5 mərtəbə
85 000,AZN,Masazır q.,2 otaqlı,79 m²,3/4 mərtəbə
165 000,AZN,Yeni Yasamal q.,2 otaqlı,82 m²,10/18 mərtəbə
801 000,AZN,Nizami m.,5 otaqlı,267 m²,9/16 mərtəbə
249 000,AZN,Nəriman Nərimanov m.,2 otaqlı,75 m²,14/15 mərtəbə
420 000,AZN,8 Noyabr m.,4 otaqlı,202 m²,4/15 mərtəbə
445 000,AZN,Elmlər Akademiyası m.,4 otaqlı,150 m²,9/15 mərtəbə
310 000,AZN,Gənclik m.,3 otaqlı,128 m²,5/17 mərtəbə
195 000,AZN,9-cu mikrorayon q.,3 otaqlı,92 m²,18/19 mərtəbə
590 000,AZN,Elmlər Akademiyası m.,5 otaqlı,250 m²,17/18 mərtəbə
395 000,AZN,Gənclik m.,3 otaqlı,130 m²,5/16 mərtəbə
225 000,AZN,Nəsimi m.,2 otaqlı,105 m²,15/18 mərtəbə
220 000,AZN,İçəri Şəhər m.,3 otaqlı,80 m²,3/4 mərtəbə
450 000,AZN,İçəri Şəhər m.,4 otaqlı,165 m²,2/3 mərtəbə
145 000,AZN,İnşaatçılar m.,2 otaqlı,66 m²,2/9 mərtəbə
1 200 000,AZN,Bayıl q.,5 otaqlı,300 m²,10/14 mərtəbə
80 000,AZN,Yeni Günəşli q.,4 otaqlı,138 m²,2/12 mərtəbə
368 000,AZN,Yasamal r.,3 otaqlı,148 m²,27/27 mərtəbə
280 800,AZN,28 May m.,2 otaqlı,108 m²,8/15 mərtəbə
130 000,AZN,20 Yanvar m.,2 otaqlı,82 m²,5/12 mərtəbə
215 000,AZN,Əhmədli q.,2 otaqlı,74 m²,18/19 mərtəbə
105 000,AZN,İnşaatçılar m.,1 otaqlı,35 m²,2/5 mərtəbə
299 000,AZN,Nizami m.,3 otaqlı,100 m²,5/15 mərtəbə
300 000,AZN,Nəriman Nərimanov m.,3 otaqlı,116 m²,13/16 mərtəbə
275 000,AZN,Nəriman Nərimanov m.,3 otaqlı,136 m²,6/16 mərtəbə
258 000,AZN,Həzi Aslanov m.,3 otaqlı,145 m²,6/17 mərtəbə
178 000,AZN,8-ci kilometr q.,4 otaqlı,100 m²,3/5 mərtəbə
230 000,AZN,Elmlər Akademiyası m.,2 otaqlı,99 m²,3/15 mərtəbə
490 000,AZN,28 May m.,4 otaqlı,204 m²,3/14 mərtəbə
708 339,AZN,Nardaran q.,3 otaqlı,146.2 m²,4/7 mərtəbə
620 000,AZN,Nəsimi r.,5 otaqlı,230 m²,11/16 mərtəbə
178 000,AZN,Həzi Aslanov m.,3 otaqlı,100 m²,16/17 mərtəbə
298 000,AZN,Ağ şəhər q.,2 otaqlı,67.3 m²,3/18 mərtəbə
190 000,AZN,Badamdar q.,3 otaqlı,97.7 m²,13/17 mərtəbə
235 000,AZN,Nərimanov r.,3 otaqlı,73 m²,3/15 mərtəbə
174 000,AZN,Qara Qarayev m.,2 otaqlı,70 m²,4/17 mərtəbə
118 000,AZN,Memar Əcəmi m.,2 otaqlı,53 m²,1/5 mərtəbə
