Price,Currency,Location,Rooms,Area,Floor
450 000,AZN,Nəsimi r.,5 otaqlı,238 m²,16/16 mərtəbə
177 000,AZN,Biləcəri q.,3 otaqlı,113 m²,13/14 mərtəbə
285 000,AZN,İnşaatçılar m.,3 otaqlı,130 m²,6/16 mərtəbə
125 000,AZN,Memar Əcəmi m.,4 otaqlı,40 m²,1/5 mərtəbə
365 000,AZN,28 May m.,4 otaqlı,152 m²,8/18 mərtəbə
160 000,AZN,9-cu mikrorayon q.,2 otaqlı,65 m²,7/9 mərtəbə
285 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,68.3 m²,12/20 mərtəbə
283 000,AZN,8-ci mikrorayon q.,3 otaqlı,98 m²,18/20 mərtəbə
338 000,AZN,Nəsimi r.,3 otaqlı,132 m²,16/18 mərtəbə
182 000,AZN,Nəsimi m.,3 otaqlı,100 m²,3/19 mərtəbə
215 000,AZN,Yeni Yasamal q.,2 otaqlı,80 m²,17/19 mərtəbə
127 700,AZN,Nəriman Nərimanov m.,2 otaqlı,45 m²,4/4 mərtəbə
346 000,AZN,Gənclik m.,3 otaqlı,119 m²,5/15 mərtəbə
215 000,AZN,Nəsimi r.,3 otaqlı,80 m²,5/5 mərtəbə
270 000,AZN,28 May m.,3 otaqlı,115 m²,7/18 mərtəbə
123 000,AZN,Həzi Aslanov m.,2 otaqlı,68 m²,7/9 mərtəbə
460 000,AZN,Ağ şəhər q.,3 otaqlı,120 m²,7/7 mərtəbə
195 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,64.4 m²,13/16 mərtəbə
159 500,AZN,Neftçilər m.,3 otaqlı,120 m²,17/17 mərtəbə
359 900,AZN,Nizami m.,3 otaqlı,123 m²,2/5 mərtəbə
148 000,AZN,Abşeron r.,2 otaqlı,80 m²,3/9 mərtəbə
204 000,AZN,Elmlər Akademiyası m.,3 otaqlı,90 m²,10/18 mərtəbə
175 000,AZN,Həzi Aslanov m.,4 otaqlı,105 m²,5/9 mərtəbə
158 000,AZN,Azadlıq Prospekti m.,3 otaqlı,85 m²,5/5 mərtəbə
118 000,AZN,Neftçilər m.,2 otaqlı,65 m²,5/16 mərtəbə
165 000,AZN,Gənclik m.,3 otaqlı,65 m²,4/4 mərtəbə
420 000,AZN,Nizami m.,3 otaqlı,114 m²,7/16 mərtəbə
185 000,AZN,İnşaatçılar m.,2 otaqlı,103.4 m²,14/16 mərtəbə
214 000,AZN,Bakıxanov q.,3 otaqlı,103 m²,10/22 mərtəbə
159 000,AZN,Yeni Yasamal q.,3 otaqlı,90 m²,2/9 mərtəbə
192 000,AZN,Gənclik m.,2 otaqlı,65 m²,14/16 mərtəbə
165 000,AZN,Azadlıq Prospekti m.,2 otaqlı,60 m²,12/17 mərtəbə
370 000,AZN,28 May m.,3 otaqlı,130 m²,10/17 mərtəbə
145 000,AZN,Nizami r.,1 otaqlı,65 m²,15/17 mərtəbə
190 000,AZN,Qara Qarayev m.,3 otaqlı,85 m²,5/17 mərtəbə
222 000,AZN,Neftçilər m.,4 otaqlı,100 m²,7/9 mərtəbə
280 000,AZN,Yasamal q.,4 otaqlı,147 m²,7/22 mərtəbə
305 000,AZN,28 May m.,3 otaqlı,128 m²,16/16 mərtəbə
580 000,AZN,28 May m.,3 otaqlı,165 m²,12/15 mərtəbə
310 000,AZN,8 Noyabr m.,3 otaqlı,144.5 m²,10/16 mərtəbə
100 000,AZN,20 Yanvar m.,2 otaqlı,65 m²,17/17 mərtəbə
199 000,AZN,Gənclik m.,2 otaqlı,64 m²,14/16 mərtəbə
125 000,AZN,Əhmədli m.,2 otaqlı,47 m²,2/7 mərtəbə
315 000,AZN,İnşaatçılar m.,3 otaqlı,125 m²,3/19 mərtəbə
140 000,AZN,İnşaatçılar m.,1 otaqlı,47 m²,9/16 mərtəbə
155 000,AZN,Elmlər Akademiyası m.,2 otaqlı,55 m²,2/5 mərtəbə
286 000,AZN,Qara Qarayev m.,3 otaqlı,110 m²,13/17 mərtəbə
265 000,AZN,28 May m.,2 otaqlı,60 m²,4/5 mərtəbə
450 000,AZN,Nardaran q.,2 otaqlı,80 m²,1/4 mərtəbə
187 000,AZN,Həzi Aslanov m.,3 otaqlı,95 m²,17/18 mərtəbə
272 000,AZN,Nardaran q.,1 otaqlı,46 m²,4/5 mərtəbə
244 500,AZN,Şah İsmayıl Xətai m.,3 otaqlı,86 m²,2/20 mərtəbə
182 000,AZN,20 Yanvar m.,3 otaqlı,154 m²,19/21 mərtəbə
485 000,AZN,Nəriman Nərimanov m.,4 otaqlı,178 m²,15/17 mərtəbə
495 000,AZN,Nərimanov r.,3 otaqlı,138 m²,6/14 mərtəbə
169 000,AZN,Şah İsmayıl Xətai m.,1 otaqlı,61 m²,11/17 mərtəbə
285 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,105 m²,9/18 mərtəbə
550 000,AZN,28 May m.,4 otaqlı,208 m²,16/21 mərtəbə
217 357,AZN,Nardaran q.,1 otaqlı,55.5 m²,1/4 mərtəbə
155 000,AZN,Nərimanov r.,2 otaqlı,65 m²,4/5 mərtəbə
185 000,AZN,Xalqlar Dostluğu m.,3 otaqlı,120 m²,14/19 mərtəbə
247 000,AZN,Nərimanov r.,3 otaqlı,107 m²,14/14 mərtəbə
977 500,AZN,Nardaran q.,3 otaqlı,117 m²,5/6 mərtəbə
358 000,AZN,Nəsimi r.,3 otaqlı,126 m²,9/16 mərtəbə
155 000,AZN,Nəriman Nərimanov m.,2 otaqlı,55 m²,5/5 mərtəbə
175 000,AZN,8 Noyabr m.,2 otaqlı,75 m²,3/17 mərtəbə
146 000,AZN,İnşaatçılar m.,2 otaqlı,52 m²,10/12 mərtəbə
102 500,AZN,İnşaatçılar m.,2 otaqlı,50 m²,8/9 mərtəbə
199 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,69 m²,10/16 mərtəbə
249 000,AZN,Yasamal q.,3 otaqlı,170 m²,2/21 mərtəbə
219 900,AZN,Şah İsmayıl Xətai m.,2 otaqlı,58 m²,4/21 mərtəbə
860 000,AZN,İçəri Şəhər m.,5 otaqlı,277.7 m²,8/14 mərtəbə
119 000,AZN,İnşaatçılar m.,2 otaqlı,50 m²,4/16 mərtəbə
269 000,AZN,Əhmədli m.,3 otaqlı,134 m²,4/14 mərtəbə
970 000,AZN,İçəri Şəhər m.,4 otaqlı,130 m²,2/7 mərtəbə
365 000,AZN,İçəri Şəhər m.,3 otaqlı,100 m²,9/16 mərtəbə
238 000,AZN,İnşaatçılar m.,5 otaqlı,130 m²,3/9 mərtəbə
268 000,AZN,Şıxov q.,2 otaqlı,92 m²,5/6 mərtəbə
550 000,AZN,Elmlər Akademiyası m.,2 otaqlı,107 m²,14/18 mərtəbə
163 000,AZN,Memar Əcəmi m.,3 otaqlı,68 m²,8/9 mərtəbə
205 000,AZN,Nizami r.,2 otaqlı,80 m²,8/17 mərtəbə
229 000,AZN,Yeni Yasamal q.,3 otaqlı,135 m²,7/18 mərtəbə
79 000,AZN,Qara Qarayev m.,1 otaqlı,35 m²,2/16 mərtəbə
92 000,AZN,Lökbatan q.,2 otaqlı,65 m²,1/5 mərtəbə
147 000,AZN,Nərimanov r.,1 otaqlı,55 m²,13/15 mərtəbə
257 000,AZN,Nizami m.,2 otaqlı,85 m²,4/14 mərtəbə
385 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,143 m²,16/20 mərtəbə
255 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,100 m²,15/17 mərtəbə
165 000,AZN,Neftçilər m.,2 otaqlı,67 m²,2/17 mərtəbə
217 000,AZN,Nardaran q.,1 otaqlı,53 m²,6/7 mərtəbə
511 000,AZN,İçəri Şəhər m.,3 otaqlı,196.9 m²,2/14 mərtəbə
131 000,AZN,Yasamal r.,2 otaqlı,101 m²,15/17 mərtəbə
230 000,AZN,Nardaran q.,1 otaqlı,54 m²,3/5 mərtəbə
445 000,AZN,Nardaran q.,2 otaqlı,84 m²,3/8 mərtəbə
325 000,AZN,Bayıl q.,5 otaqlı,170 m²,4/9 mərtəbə
168 000,AZN,Memar Əcəmi m.,2 otaqlı,65 m²,5/8 mərtəbə
329 000,AZN,8 Noyabr m.,3 otaqlı,143 m²,8/18 mərtəbə
375 000,AZN,Elmlər Akademiyası m.,2 otaqlı,86 m²,12/17 mərtəbə
153 000,AZN,Neftçilər m.,2 otaqlı,71 m²,17/18 mərtəbə
677 600,AZN,Sahil m.,4 otaqlı,176 m²,10/12 mərtəbə
279 000,AZN,Həzi Aslanov m.,4 otaqlı,155 m²,16/20 mərtəbə
200 000,AZN,Həzi Aslanov m.,3 otaqlı,96 m²,16/20 mərtəbə
245 000,AZN,Xətai r.,3 otaqlı,109 m²,5/18 mərtəbə
183 000,AZN,Qara Qarayev m.,2 otaqlı,68 m²,17/18 mərtəbə
204 000,AZN,Elmlər Akademiyası m.,3 otaqlı,89 m²,11/18 mərtəbə
409 000,AZN,Nəsimi r.,4 otaqlı,195 m²,17/17 mərtəbə
827 450,AZN,Nizami m.,4 otaqlı,247 m²,10/14 mərtəbə
180 000,AZN,Qara Qarayev m.,2 otaqlı,86 m²,9/17 mərtəbə
216 000,AZN,8 Noyabr m.,2 otaqlı,66 m²,5/17 mərtəbə
204 000,AZN,Badamdar q.,3 otaqlı,131.6 m²,1/5 mərtəbə
224 000,AZN,8 Noyabr m.,2 otaqlı,65 m²,14/17 mərtəbə
544 000,AZN,Nəsimi r.,2 otaqlı,85 m²,1/30 mərtəbə
145 000,AZN,Əhmədli m.,3 otaqlı,75 m²,3/18 mərtəbə
190 000,AZN,Bakıxanov q.,3 otaqlı,68 m²,12/12 mərtəbə
175 000,AZN,Həzi Aslanov m.,3 otaqlı,80 m²,8/10 mərtəbə
215 000,AZN,Qara Qarayev m.,3 otaqlı,91 m²,10/18 mərtəbə
215 000,AZN,20 Yanvar m.,3 otaqlı,75 m²,8/20 mərtəbə
465 000,AZN,Şah İsmayıl Xətai m.,4 otaqlı,214 m²,12/18 mərtəbə
388 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,131 m²,13/20 mərtəbə
624 000,AZN,28 May m.,4 otaqlı,240 m²,17/22 mərtəbə
194 000,AZN,Badamdar q.,3 otaqlı,125 m²,1/5 mərtəbə
79 000,AZN,Azadlıq Prospekti m.,3 otaqlı,50 m²,4/5 mərtəbə
255 000,AZN,Gənclik m.,2 otaqlı,60 m²,3/17 mərtəbə
257 000,AZN,Elmlər Akademiyası m.,4 otaqlı,110 m²,6/9 mərtəbə
183 000,AZN,Badamdar q.,3 otaqlı,118 m²,1/5 mərtəbə
370 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,160 m²,9/18 mərtəbə
140 000,AZN,Nərimanov r.,2 otaqlı,50 m²,2/4 mərtəbə
233 000,AZN,Badamdar q.,3 otaqlı,126.2 m²,3/5 mərtəbə
98 000,AZN,Azadlıq Prospekti m.,2 otaqlı,40 m²,2/5 mərtəbə
146 000,AZN,Həzi Aslanov m.,2 otaqlı,51 m²,7/15 mərtəbə
193 000,AZN,Nəriman Nərimanov m.,2 otaqlı,69 m²,4/16 mərtəbə
590 000,AZN,Ağ şəhər q.,4 otaqlı,157 m²,13/20 mərtəbə
192 000,AZN,Gənclik m.,2 otaqlı,65 m²,9/16 mərtəbə
442 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,147 m²,8/16 mərtəbə
47 300,AZN,Binə q.,3 otaqlı,86 m²,2/4 mərtəbə
240 000,AZN,Xətai r.,3 otaqlı,97 m²,14/17 mərtəbə
245 000,AZN,Elmlər Akademiyası m.,3 otaqlı,135 m²,7/17 mərtəbə
159 000,AZN,Dərnəgül m.,3 otaqlı,80 m²,5/5 mərtəbə
338 000,AZN,Nəsimi r.,3 otaqlı,130 m²,17/18 mərtəbə
229 000,AZN,Elmlər Akademiyası m.,3 otaqlı,130 m²,7/25 mərtəbə
485 000,AZN,Nardaran q.,3 otaqlı,127.3 m²,3/6 mərtəbə
275 000,AZN,Elmlər Akademiyası m.,3 otaqlı,105 m²,17/18 mərtəbə
140 000,AZN,İnşaatçılar m.,1 otaqlı,47 m²,9/16 mərtəbə
129 000,AZN,Bayıl q.,2 otaqlı,53 m²,3/6 mərtəbə
450 000,AZN,Koroğlu m.,3 otaqlı,172.2 m²,14/17 mərtəbə
168 000,AZN,Xətai r.,3 otaqlı,68 m²,6/9 mərtəbə
180 000,AZN,Elmlər Akademiyası m.,3 otaqlı,70 m²,2/5 mərtəbə
155 000,AZN,8-ci mikrorayon q.,2 otaqlı,60 m²,3/9 mərtəbə
350 000,AZN,8 Noyabr m.,4 otaqlı,130 m²,7/13 mərtəbə
175 000,AZN,Gənclik m.,1 otaqlı,65 m²,13/17 mərtəbə
190 000,AZN,Həzi Aslanov m.,3 otaqlı,105 m²,3/17 mərtəbə
260 000,AZN,Yasamal r.,3 otaqlı,75 m²,8/10 mərtəbə
381 000,AZN,Elmlər Akademiyası m.,2 otaqlı,130 m²,4/19 mərtəbə
175 000,AZN,Əhmədli q.,2 otaqlı,95 m²,14/15 mərtəbə
320 000,AZN,Koroğlu m.,3 otaqlı,130 m²,6/17 mərtəbə
264 000,AZN,Badamdar q.,4 otaqlı,125 m²,16/17 mərtəbə
135 000,AZN,Yasamal r.,3 otaqlı,114 m²,23/23 mərtəbə
110 000,AZN,Nərimanov r.,2 otaqlı,50 m²,5/5 mərtəbə
218 000,AZN,Nizami m.,3 otaqlı,71.1 m²,5/5 mərtəbə
122 000,AZN,Yeni Yasamal q.,2 otaqlı,61 m²,3/18 mərtəbə
226 000,AZN,Böyükşor q.,2 otaqlı,113 m²,12/16 mərtəbə
105 000,AZN,Hövsan q.,3 otaqlı,70 m²,2/5 mərtəbə
440 000,AZN,28 May m.,2 otaqlı,85 m²,19/23 mərtəbə
280 000,AZN,Badamdar q.,3 otaqlı,110 m²,13/19 mərtəbə
98 000,AZN,Yeni Yasamal q.,2 otaqlı,50 m²,3/18 mərtəbə
155 000,AZN,Həzi Aslanov m.,2 otaqlı,85 m²,10/16 mərtəbə
125 000,AZN,Yeni Günəşli q.,3 otaqlı,66 m²,2/9 mərtəbə
270 000,AZN,Ağ şəhər q.,2 otaqlı,56 m²,2/7 mərtəbə
135 000,AZN,Yasamal r.,3 otaqlı,114 m²,23/23 mərtəbə
106 500,AZN,Memar Əcəmi m.,1 otaqlı,32 m²,5/5 mərtəbə
830 000,AZN,Ağ şəhər q.,5 otaqlı,220 m²,14/20 mərtəbə
210 000,AZN,Nəriman Nərimanov m.,2 otaqlı,66 m²,10/17 mərtəbə
585 000,AZN,Gənclik m.,3 otaqlı,138 m²,6/14 mərtəbə
285 000,AZN,İnşaatçılar m.,4 otaqlı,160 m²,16/17 mərtəbə
146 000,AZN,Xalqlar Dostluğu m.,2 otaqlı,62 m²,8/9 mərtəbə
205 000,AZN,Bakıxanov q.,2 otaqlı,76 m²,3/12 mərtəbə
260 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,65 m²,10/21 mərtəbə
360 000,AZN,28 May m.,3 otaqlı,150 m²,11/18 mərtəbə
121 000,AZN,Əhmədli m.,2 otaqlı,52 m²,2/16 mərtəbə
648 000,AZN,Xətai r.,3 otaqlı,144 m²,4/8 mərtəbə
140 000,AZN,20 Yanvar m.,2 otaqlı,47 m²,4/19 mərtəbə
125 000,AZN,Həzi Aslanov m.,2 otaqlı,50 m²,4/17 mərtəbə
135 000,AZN,Nəriman Nərimanov m.,2 otaqlı,35 m²,4/5 mərtəbə
270 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,97 m²,9/16 mərtəbə
255 000,AZN,Azadlıq Prospekti m.,4 otaqlı,115 m²,3/9 mərtəbə
138 000,AZN,Lökbatan q.,2 otaqlı,90 m²,3/9 mərtəbə
229 000,AZN,Nərimanov r.,4 otaqlı,105 m²,9/10 mərtəbə
350 000,AZN,İnşaatçılar m.,3 otaqlı,130 m²,3/18 mərtəbə
260 000,AZN,8 Noyabr m.,3 otaqlı,102 m²,8/16 mərtəbə
250 000,AZN,İnşaatçılar m.,4 otaqlı,125 m²,7/17 mərtəbə
127 000,AZN,Memar Əcəmi m.,2 otaqlı,55 m²,4/5 mərtəbə
70 000,AZN,Lökbatan q.,1 otaqlı,50 m²,8/12 mərtəbə
178 000,AZN,İnşaatçılar m.,3 otaqlı,86 m²,14/18 mərtəbə
361 300,AZN,Gənclik m.,2 otaqlı,78.2 m²,12/18 mərtəbə
135 000,AZN,Yasamal q.,2 otaqlı,50 m²,3/5 mərtəbə
330 140,AZN,Nəsimi r.,2 otaqlı,97.1 m²,13/16 mərtəbə
364 000,AZN,Nizami m.,2 otaqlı,104 m²,2/15 mərtəbə
288 320,AZN,Nardaran q.,1 otaqlı,64 m²,2/7 mərtəbə
300 000,AZN,Xətai r.,3 otaqlı,165 m²,14/22 mərtəbə
248 000,AZN,8-ci mikrorayon q.,3 otaqlı,155 m²,3/16 mərtəbə
165 000,AZN,Yasamal r.,4 otaqlı,85 m²,2/9 mərtəbə
287 000,AZN,20 Yanvar m.,4 otaqlı,127 m²,9/18 mərtəbə
280 000,AZN,28 May m.,3 otaqlı,90 m²,4/10 mərtəbə
158 000,AZN,Xalqlar Dostluğu m.,3 otaqlı,75 m²,6/9 mərtəbə
110 000,AZN,Qara Qarayev m.,3 otaqlı,68 m²,7/16 mərtəbə
130 000,AZN,Əhmədli m.,3 otaqlı,70 m²,3/9 mərtəbə
270 000,AZN,Memar Əcəmi m.,3 otaqlı,115 m²,3/18 mərtəbə
685 000,AZN,Ağ şəhər q.,4 otaqlı,160 m²,2/6 mərtəbə
153 000,AZN,Həzi Aslanov m.,2 otaqlı,57 m²,13/17 mərtəbə
260 000,AZN,28 May m.,2 otaqlı,104 m²,6/16 mərtəbə
235 000,AZN,20 Yanvar m.,3 otaqlı,105 m²,17/19 mərtəbə
420 000,AZN,Nəsimi r.,4 otaqlı,201 m²,4/16 mərtəbə
220 000,AZN,20 Yanvar m.,3 otaqlı,100 m²,6/12 mərtəbə
555 000,AZN,Ağ şəhər q.,3 otaqlı,140 m²,4/7 mərtəbə
380 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,120 m²,15/18 mərtəbə
245 000,AZN,Bakıxanov q.,3 otaqlı,110 m²,4/16 mərtəbə
430 000,AZN,8 Noyabr m.,4 otaqlı,178 m²,19/27 mərtəbə
330 000,AZN,8 Noyabr m.,3 otaqlı,148 m²,9/27 mərtəbə
136 000,AZN,Memar Əcəmi m.,2 otaqlı,58 m²,5/5 mərtəbə
229 000,AZN,Nəriman Nərimanov m.,2 otaqlı,70 m²,14/14 mərtəbə
176 000,AZN,İnşaatçılar m.,2 otaqlı,85 m²,7/17 mərtəbə
218 000,AZN,28 May m.,2 otaqlı,83 m²,15/18 mərtəbə
380 000,AZN,28 May m.,3 otaqlı,169 m²,16/18 mərtəbə
249 850,AZN,Nardaran q.,2 otaqlı,95 m²,4/9 mərtəbə
190 000,AZN,Azadlıq Prospekti m.,2 otaqlı,75 m²,7/16 mərtəbə
192 900,AZN,Nəsimi m.,2 otaqlı,93 m²,14/18 mərtəbə
330 140,AZN,Nəsimi r.,2 otaqlı,97.1 m²,13/16 mərtəbə
110 000,AZN,Yeni Yasamal q.,1 otaqlı,33 m²,1/9 mərtəbə
155 000,AZN,Memar Əcəmi m.,2 otaqlı,58 m²,12/16 mərtəbə
185 000,AZN,Bayıl q.,2 otaqlı,72 m²,4/17 mərtəbə
370 000,AZN,Nəriman Nərimanov m.,3 otaqlı,120 m²,5/17 mərtəbə
385 000,AZN,28 May m.,3 otaqlı,140 m²,5/17 mərtəbə
275 000,AZN,28 May m.,2 otaqlı,88 m²,7/17 mərtəbə
340 000,AZN,Nərimanov r.,3 otaqlı,125 m²,15/16 mərtəbə
220 000,AZN,Nərimanov r.,2 otaqlı,62 m²,7/11 mərtəbə
430 000,AZN,Nərimanov r.,3 otaqlı,185 m²,5/17 mərtəbə
210 000,AZN,Nəriman Nərimanov m.,2 otaqlı,54 m²,7/18 mərtəbə
350 000,AZN,İnşaatçılar m.,3 otaqlı,100 m²,16/17 mərtəbə
145 000,AZN,Yeni Günəşli q.,3 otaqlı,80 m²,5/9 mərtəbə
860 000,AZN,İçəri Şəhər m.,5 otaqlı,277.7 m²,8/15 mərtəbə
240 000,AZN,28 May m.,3 otaqlı,65 m²,5/6 mərtəbə
303 620,AZN,Həzi Aslanov q.,4 otaqlı,178.6 m²,13/16 mərtəbə
180 000,AZN,Həzi Aslanov m.,3 otaqlı,90 m²,6/9 mərtəbə
94 999,AZN,Hövsan q.,2 otaqlı,60 m²,5/9 mərtəbə
339 000,AZN,Nəriman Nərimanov m.,3 otaqlı,127 m²,15/17 mərtəbə
195 000,AZN,8 Noyabr m.,2 otaqlı,60 m²,10/11 mərtəbə
400 000,AZN,8 Noyabr m.,4 otaqlı,210 m²,15/16 mərtəbə
274 000,AZN,Gənclik m.,2 otaqlı,83 m²,11/17 mərtəbə
229 500,AZN,Əhmədli q.,3 otaqlı,100 m²,12/16 mərtəbə
1 985 000,AZN,İçəri Şəhər m.,9 otaqlı,584 m²,11/14 mərtəbə
310 000,AZN,Şah İsmayıl Xətai m.,4 otaqlı,130 m²,10/15 mərtəbə
185 000,AZN,Nəriman Nərimanov m.,2 otaqlı,65 m²,11/16 mərtəbə
26 000,AZN,Masazır q.,1 otaqlı,35 m²,1/2 mərtəbə
192 000,AZN,Gənclik m.,2 otaqlı,64 m²,14/16 mərtəbə
610 000,AZN,İçəri Şəhər m.,4 otaqlı,200 m²,9/16 mərtəbə
75 000,AZN,Masazır q.,3 otaqlı,56 m²,3/6 mərtəbə
164 000,AZN,Yasamal q.,3 otaqlı,93 m²,2/14 mərtəbə
206 000,AZN,İnşaatçılar m.,2 otaqlı,84.5 m²,12/16 mərtəbə
167 000,AZN,İnşaatçılar m.,3 otaqlı,78 m²,17/19 mərtəbə
125 000,AZN,Xalqlar Dostluğu m.,3 otaqlı,82 m²,15/15 mərtəbə
100 000,AZN,Qara Qarayev m.,2 otaqlı,37 m²,11/17 mərtəbə
242 000,AZN,Xətai r.,3 otaqlı,102 m²,6/16 mərtəbə
400 000,AZN,Nəsimi r.,4 otaqlı,175 m²,7/22 mərtəbə
185 000,AZN,Əhmədli m.,2 otaqlı,70 m²,9/11 mərtəbə
237 000,AZN,Azadlıq Prospekti m.,4 otaqlı,100 m²,3/5 mərtəbə
139 000,AZN,Azadlıq Prospekti m.,2 otaqlı,65 m²,1/5 mərtəbə
125 000,AZN,Yeni Yasamal q.,2 otaqlı,68 m²,18/19 mərtəbə
259 000,AZN,Nərimanov r.,2 otaqlı,85 m²,11/18 mərtəbə
525 000,AZN,Nəriman Nərimanov m.,4 otaqlı,201.6 m²,4/17 mərtəbə
875 000,AZN,Nərimanov r.,7 otaqlı,520 m²,17/18 mərtəbə
270 000,AZN,Nəsimi r.,2 otaqlı,84 m²,8/14 mərtəbə
260 000,AZN,Xətai r.,2 otaqlı,79 m²,6/17 mərtəbə
146 000,AZN,Həzi Aslanov m.,2 otaqlı,51.1 m²,7/15 mərtəbə
390 000,AZN,Nəriman Nərimanov m.,3 otaqlı,174 m²,6/16 mərtəbə
285 000,AZN,Nərimanov r.,3 otaqlı,100 m²,14/17 mərtəbə
340 000,AZN,8 Noyabr m.,3 otaqlı,100 m²,6/16 mərtəbə
427 000,AZN,Ağ şəhər q.,3 otaqlı,125 m²,7/7 mərtəbə
85 000,AZN,Masazır q.,3 otaqlı,75 m²,5/6 mərtəbə
337 000,AZN,Nərimanov r.,3 otaqlı,135 m²,10/18 mərtəbə
280 000,AZN,Nardaran q.,2 otaqlı,76 m²,4/6 mərtəbə
133 000,AZN,8 Noyabr m.,2 otaqlı,55 m²,2/5 mərtəbə
336 330,AZN,28 May m.,2 otaqlı,90.9 m²,7/16 mərtəbə
485 000,AZN,Nəriman Nərimanov m.,4 otaqlı,178 m²,15/17 mərtəbə
120 000,AZN,Memar Əcəmi m.,2 otaqlı,50 m²,6/9 mərtəbə
234 000,AZN,Memar Əcəmi m.,3 otaqlı,120 m²,7/17 mərtəbə
259 000,AZN,Nəriman Nərimanov m.,2 otaqlı,113 m²,16/17 mərtəbə
350 000,AZN,28 May m.,3 otaqlı,130 m²,6/14 mərtəbə
364 000,AZN,Nərimanov r.,4 otaqlı,152 m²,8/16 mərtəbə
145 000,AZN,Avtovağzal m.,2 otaqlı,65 m²,14/17 mərtəbə
250 000,AZN,İnşaatçılar m.,2 otaqlı,98 m²,14/17 mərtəbə
107 000,AZN,Memar Əcəmi m.,2 otaqlı,35 m²,5/5 mərtəbə
340 000,AZN,8 Noyabr m.,3 otaqlı,100 m²,6/16 mərtəbə
245 000,AZN,Xalqlar Dostluğu m.,3 otaqlı,127 m²,12/17 mərtəbə
163 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,42.5 m²,4/4 mərtəbə
495 000,AZN,Gənclik m.,3 otaqlı,161 m²,8/12 mərtəbə
331 000,AZN,Gənclik m.,3 otaqlı,155 m²,11/12 mərtəbə
590 000,AZN,Gənclik m.,4 otaqlı,200 m²,5/12 mərtəbə
1 200 000,AZN,Elmlər Akademiyası m.,5 otaqlı,285 m²,16/20 mərtəbə
115 500,AZN,Bakıxanov q.,2 otaqlı,45 m²,3/9 mərtəbə
295 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,123 m²,16/18 mərtəbə
257 000,AZN,Nizami m.,2 otaqlı,85 m²,4/16 mərtəbə
329 000,AZN,Azadlıq Prospekti m.,3 otaqlı,105 m²,6/17 mərtəbə
179 000,AZN,Gənclik m.,2 otaqlı,54 m²,2/16 mərtəbə
265 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,80.5 m²,16/18 mərtəbə
189 000,AZN,Nərimanov r.,2 otaqlı,60 m²,14/18 mərtəbə
229 000,AZN,Elmlər Akademiyası m.,3 otaqlı,130 m²,7/25 mərtəbə
445 000,AZN,Nəriman Nərimanov m.,3 otaqlı,153 m²,17/20 mərtəbə
53 500,AZN,Masazır q.,2 otaqlı,44 m²,6/6 mərtəbə
520 000,AZN,Elmlər Akademiyası m.,3 otaqlı,154 m²,11/20 mərtəbə
257 000,AZN,Xətai r.,3 otaqlı,130 m²,10/20 mərtəbə
270 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,95 m²,18/18 mərtəbə
134 000,AZN,Yeni Yasamal q.,2 otaqlı,61.5 m²,15/20 mərtəbə
87 750,AZN,Yeni Günəşli q.,1 otaqlı,58.5 m²,4/14 mərtəbə
177 000,AZN,Biləcəri q.,3 otaqlı,113 m²,13/14 mərtəbə
235 000,AZN,Nəsimi r.,3 otaqlı,147 m²,17/17 mərtəbə
318 500,AZN,8 Noyabr m.,3 otaqlı,100 m²,12/17 mərtəbə
250 000,AZN,Nəsimi m.,3 otaqlı,119 m²,7/17 mərtəbə
300 000,AZN,Nəriman Nərimanov m.,3 otaqlı,107 m²,5/8 mərtəbə
235 000,AZN,28 May m.,3 otaqlı,70 m²,6/6 mərtəbə
127 000,AZN,Bakıxanov q.,2 otaqlı,55 m²,2/5 mərtəbə
145 000,AZN,Gənclik m.,2 otaqlı,56 m²,5/5 mərtəbə
313 000,AZN,Yasamal r.,3 otaqlı,135 m²,15/16 mərtəbə
144 500,AZN,Azadlıq Prospekti m.,2 otaqlı,50 m²,12/17 mərtəbə
600 000,AZN,28 May m.,4 otaqlı,98 m²,3/10 mərtəbə
275 000,AZN,28 May m.,3 otaqlı,75 m²,5/9 mərtəbə
508 000,AZN,Nəriman Nərimanov m.,4 otaqlı,164 m²,3/17 mərtəbə
190 000,AZN,Gənclik m.,3 otaqlı,85 m²,8/9 mərtəbə
147 000,AZN,Bakıxanov q.,3 otaqlı,70 m²,5/9 mərtəbə
